,mileage,transmission,link,price,emission_class,fuel,co2,brand,model,warranty,year,brand_model
161,30932.0,automatic,https://gocar.be/en/cars/peugeot/2008/12t-allure-automaat/id/4874235,20399.0,Euro 6,petrol,134.0,peugeot,2008,12.0,2023.0,peugeot 2008
162,27844.0,manual,https://gocar.be/en/cars/peugeot/2008/100-pk-mt-parkeers-va-airco-cruise-contr-carplayandroid/id/4874430,17900.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2024.0,peugeot 2008
163,28915.0,manual,https://gocar.be/en/cars/peugeot/2008/100-pk-mt-parkeers-va-airco-cruise-contr-carplayandroid/id/4874433,17900.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2024.0,peugeot 2008
164,74992.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-gps-camera/id/4874554,15990.0,Euro 6d,petrol,105.0,peugeot,2008,12.0,2020.0,peugeot 2008
165,11.0,manual,https://gocar.be/en/cars/peugeot/2008/12t-alluregpscamerapark-pilot-achteraan/id/4874231,20799.0,Euro 6d,petrol,124.0,peugeot,2008,12.0,2023.0,peugeot 2008
166,18240.0,automatic,https://gocar.be/en/cars/peugeot/408/130-pk-at-camera-keyless-navi-airco-adapt-cruise-contr-carplayandroid/id/4873601,22490.0,Euro 6,petrol,117.0,peugeot,408,0.0,2024.0,peugeot 408
167,27973.0,automatic,https://gocar.be/en/cars/peugeot/408/130-pk-at-camera-keyless-navi-airco-adapt-cruise-contr-carplayandroid/id/4873602,22490.0,Euro 6,petrol,117.0,peugeot,408,0.0,2024.0,peugeot 408
168,28704.0,automatic,https://gocar.be/en/cars/peugeot/2008/electrique-allure-pack-zetelverw-navi-trekhaak/id/4871906,18950.0,Euro 6,electric,0.0,peugeot,2008,12.0,2021.0,peugeot 2008
169,23173.0,automatic,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-drive-assist-vision-pack-led/id/4872973,22995.0,Euro 6,petrol,0.0,peugeot,2008,3.0,2024.0,peugeot 2008
170,21631.0,automatic,https://gocar.be/en/cars/peugeot/408/gt-225pk-plugin-hybr-alcantara-camera-keyless-carplay/id/4871562,30900.0,Euro 6,hybrid - petrol,117.0,peugeot,408,0.0,2024.0,peugeot 408
172,9284.0,automatic,https://gocar.be/en/cars/peugeot/2008/360-camera-packzetel-vw/id/4871236,24500.0,Euro 6,petrol,117.0,peugeot,2008,24.0,2025.0,peugeot 2008
173,3943.0,manual,https://gocar.be/en/cars/peugeot/2008/style-12-puretech/id/4870938,19990.0,Euro 6,petrol,128.0,peugeot,2008,12.0,2025.0,peugeot 2008
174,20340.0,automatic,https://gocar.be/en/cars/peugeot/2008/alcantara-massagenavi360-c/id/4871071,23990.0,Euro 6,petrol,117.0,peugeot,2008,24.0,2024.0,peugeot 2008
175,27276.0,automatic,https://gocar.be/en/cars/peugeot/2008/alcantara-massagenavi360-c/id/4871095,24450.0,Euro 6,petrol,117.0,peugeot,2008,24.0,2024.0,peugeot 2008
176,13488.0,automatic,https://gocar.be/en/cars/peugeot/408/allure-hybrid-136pk/id/4870767,29990.0,Euro 6d-TEMP,hybrid,114.0,peugeot,408,24.0,2024.0,peugeot 408
177,14062.0,automatic,https://gocar.be/en/cars/peugeot/408/12-puretech-130cv-eat8-allure-navi-full-led-keyless/id/4871073,23998.0,Euro 6,petrol,136.0,peugeot,408,12.0,2024.0,peugeot 408
178,30561.0,manual,https://gocar.be/en/cars/peugeot/2008/12-puretech-allure/id/4870920,16199.0,Euro 6,petrol,125.0,peugeot,2008,12.0,2021.0,peugeot 2008
179,21669.0,automatic,https://gocar.be/en/cars/peugeot/2008/alcantara-massagenavi360-c/id/4871077,24450.0,Euro 6,petrol,117.0,peugeot,2008,24.0,2024.0,peugeot 2008
180,9592.0,automatic,https://gocar.be/en/cars/peugeot/2008/360-camera-packzetel-vw/id/4871244,24500.0,Euro 6,petrol,117.0,peugeot,2008,24.0,2025.0,peugeot 2008
181,15.0,automatic,https://gocar.be/en/cars/peugeot/2008/nieuwpack-camera-navi/id/4871215,24500.0,Euro 6,petrol,117.0,peugeot,2008,24.0,2024.0,peugeot 2008
182,7537.0,automatic,https://gocar.be/en/cars/peugeot/2008/360-camera-packzetel-vw/id/4871220,24500.0,Euro 6,petrol,117.0,peugeot,2008,24.0,2025.0,peugeot 2008
183,94387.0,manual,https://gocar.be/en/cars/peugeot/2008/n-a/id/4871340,13700.0,Euro 6d,petrol,125.0,peugeot,2008,12.0,2021.0,peugeot 2008
184,27448.0,automatic,https://gocar.be/en/cars/peugeot/2008/e-2008/id/4870478,20000.0,Euro 6d-TEMP,electric,117.0,peugeot,2008,0.0,2020.0,peugeot 2008
185,20502.0,automatic,https://gocar.be/en/cars/peugeot/408/180-phev-e-eat8-allure/id/4870517,45510.0,Euro 6,hybrid - petrol,0.0,peugeot,408,3.0,2024.0,peugeot 408
186,23747.0,automatic,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-drive-assist-vision-pack-led/id/4870286,22995.0,Euro 6,petrol,0.0,peugeot,2008,3.0,2024.0,peugeot 2008
187,30010.0,automatic,https://gocar.be/en/cars/peugeot/408/allure-gt-line-16-phev-eat8-allure-gt-line-16-phev-eat8-at-gps-carplay-camera-halfleder-pdc-cruiseacc-alu-17/id/4870366,29995.0,Euro 6,hybrid - petrol,31.0,peugeot,408,0.0,2024.0,peugeot 408
188,96425.0,manual,https://gocar.be/en/cars/peugeot/2008/16-bluehdi-feline-s-fullcuirpanocamsensorgps/id/4869478,11390.0,Euro 6b,diesel,117.0,peugeot,2008,12.0,2017.0,peugeot 2008
189,30000.0,automatic,https://gocar.be/en/cars/peugeot/2008/15hdigt-pack30000km1erpropgarantieboiteauto/id/4869046,21450.0,Euro 6d-TEMP,diesel,117.0,peugeot,2008,0.0,2022.0,peugeot 2008
190,67085.0,manual,https://gocar.be/en/cars/peugeot/2008/12i-allure-sport-garantie-12-mois-1er-prop/id/4869212,14990.0,Euro 6b,petrol,119.0,peugeot,2008,12.0,2022.0,peugeot 2008
192,41418.0,automatic,https://gocar.be/en/cars/peugeot/2008/2008-puretech-130-eat8-gt-pack-dodeh-garantie/id/4869002,19799.0,Euro 6d,petrol,134.0,peugeot,2008,12.0,2023.0,peugeot 2008
193,5.0,automatic,https://gocar.be/en/cars/peugeot/2008/style-12i-136pk-hybrid/id/4869180,24990.0,Euro 6d-TEMP,hybrid,110.0,peugeot,2008,24.0,2025.0,peugeot 2008
194,56200.0,manual,https://gocar.be/en/cars/peugeot/2008/12i-essence-1ier-proprietaireairconavigation/id/4866932,8900.0,Euro 6b,petrol,117.0,peugeot,2008,0.0,2017.0,peugeot 2008
195,20403.0,automatic,https://gocar.be/en/cars/peugeot/2008/gt-automaat/id/4866805,20995.0,Euro 6,petrol,1.0,peugeot,2008,12.0,2021.0,peugeot 2008
196,9149.0,manual,https://gocar.be/en/cars/peugeot/2008/12-t-100-allure-gps-by-app-led-lights-alu17/id/4866317,28850.0,Euro 6,petrol,0.0,peugeot,2008,3.0,2024.0,peugeot 2008
197,88064.0,automatic,https://gocar.be/en/cars/peugeot/2008/15-bluehdi-allure-s-cuirledpanoramcamsensor/id/4866564,14290.0,Euro 6d-TEMP,diesel,106.0,peugeot,2008,12.0,2019.0,peugeot 2008
198,45137.0,automatic,https://gocar.be/en/cars/peugeot/408/408-plug-in-hybrid-180-e-eat8-gt/id/4865053,28950.0,Euro 6,hybrid - petrol,31.0,peugeot,408,12.0,2024.0,peugeot 408
200,52354.0,automatic,https://gocar.be/en/cars/peugeot/2008/style-130pk-automaat/id/4865073,18695.0,Euro 6,petrol,132.0,peugeot,2008,12.0,2023.0,peugeot 2008
201,62396.0,automatic,https://gocar.be/en/cars/peugeot/2008/15-bluehdi-96kw-ss-eat8-allure-pack-navi-camera-apple-car-play-android/id/4865209,21400.0,Euro 6,diesel,132.0,peugeot,2008,0.0,2023.0,peugeot 2008
202,103510.0,manual,https://gocar.be/en/cars/peugeot/2008/active-pack/id/4865347,14490.0,Euro 6,diesel,98.0,peugeot,2008,12.0,2021.0,peugeot 2008
203,56539.0,automatic,https://gocar.be/en/cars/peugeot/2008/15hdi-cockpit-gps-camera360-jantes17-led-pdc/id/4865530,19990.0,Euro 6d,diesel,126.0,peugeot,2008,12.0,2021.0,peugeot 2008
204,7131.0,manual,https://gocar.be/en/cars/peugeot/2008/allure/id/4862831,20990.0,Euro 6,petrol,0.0,peugeot,2008,12.0,2024.0,peugeot 2008
205,60163.0,manual,https://gocar.be/en/cars/peugeot/2008/allure/id/4864357,11900.0,Euro 6,diesel,91.0,peugeot,2008,12.0,2020.0,peugeot 2008
206,14145.0,automatic,https://gocar.be/en/cars/peugeot/2008/12-t-130-eat8-gt-line-drive-assist-vision-pack-led/id/4864211,22995.0,Euro 6,petrol,0.0,peugeot,2008,3.0,2024.0,peugeot 2008
207,45669.0,automatic,https://gocar.be/en/cars/peugeot/2008/allure/id/4862809,17400.0,Euro 6,petrol,109.0,peugeot,2008,12.0,2020.0,peugeot 2008
208,42855.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-12t-mt6-100pk-gpscamera/id/4862781,17850.0,Euro 6,petrol,126.0,peugeot,2008,12.0,2024.0,peugeot 2008
209,80801.0,manual,https://gocar.be/en/cars/peugeot/2008/benzine-2016-navi-airco-cruisec-80dkm-garantie/id/4863556,7499.0,Euro 5,petrol,117.0,peugeot,2008,12.0,2016.0,peugeot 2008
210,9733.0,manual,https://gocar.be/en/cars/peugeot/2008/12-t-100-allure-virtual-gps-led-alu17/id/4863659,26310.0,Euro 6,petrol,0.0,peugeot,2008,3.0,2024.0,peugeot 2008
211,9375.0,manual,https://gocar.be/en/cars/peugeot/2008/12-t-100-allure-virtual-gps-led-alu17/id/4863650,26310.0,Euro 6,petrol,0.0,peugeot,2008,3.0,2024.0,peugeot 2008
212,5986.0,automatic,https://gocar.be/en/cars/peugeot/408/12-t-130-eat8-allure-gps-cam-led-alu17/id/4863687,40710.0,Euro 6,petrol,0.0,peugeot,408,3.0,2024.0,peugeot 408
213,25856.0,automatic,https://gocar.be/en/cars/peugeot/408/225-phev-e-eat8-gt/id/4863869,45510.0,Euro 6,hybrid - petrol,0.0,peugeot,408,3.0,2024.0,peugeot 408
214,23791.0,automatic,https://gocar.be/en/cars/peugeot/408/12-puretech-allure-130-automaat-navigatie-carplayandroid-auto-climate-control-adaptive-cruise-control-virtual-cockpit-pdc-va-360-camera-full-led-lm-velgen/id/4864266,28390.0,Euro 6,petrol,136.0,peugeot,408,0.0,2024.0,peugeot 408
215,24315.0,automatic,https://gocar.be/en/cars/peugeot/2008/12t-130-eat8-gt-line-navi-virtual-cockpit-camera-led/id/4864043,35800.0,Euro 6,petrol,134.0,peugeot,2008,3.0,2023.0,peugeot 2008
216,21665.0,automatic,https://gocar.be/en/cars/peugeot/408/12t-130-eat8-gt-line-i-connect-navi-led-panoroof-360-camera-virtual-cockpit/id/4864049,41805.0,Euro 6,petrol,136.0,peugeot,408,3.0,2024.0,peugeot 408
217,13740.0,automatic,https://gocar.be/en/cars/peugeot/2008/e-2008-gt-clim-gps-toit-ouvrant-garantie-24-mois/id/4861703,39940.0,Euro 6,electric,0.0,peugeot,2008,12.0,2023.0,peugeot 2008
218,54210.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-allure/id/4861699,15499.0,Euro 6,petrol,1.0,peugeot,2008,12.0,2020.0,peugeot 2008
219,79302.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-style/id/4861715,14990.0,Euro 6d,petrol,126.0,peugeot,2008,12.0,2022.0,peugeot 2008
220,21484.0,automatic,https://gocar.be/en/cars/peugeot/408/first-edition-gps-clim-led-garantie-12-mois/id/4861700,31150.0,Euro 6,hybrid - petrol,33.0,peugeot,408,12.0,2023.0,peugeot 408
221,73352.0,manual,https://gocar.be/en/cars/peugeot/2008/n-a/id/4861798,16490.0,Euro 6d-TEMP,diesel,95.0,peugeot,2008,12.0,2020.0,peugeot 2008
222,47705.0,automatic,https://gocar.be/en/cars/peugeot/408/first-edition-hyb/id/4861768,29990.0,Euro 6,hybrid - petrol,33.0,peugeot,408,24.0,2023.0,peugeot 408
224,49042.0,automatic,https://gocar.be/en/cars/peugeot/2008/n-a/id/4861790,19990.0,Euro 6,diesel,100.0,peugeot,2008,12.0,2020.0,peugeot 2008
225,82814.0,manual,https://gocar.be/en/cars/peugeot/2008/allure/id/4861787,14990.0,Euro 6,petrol,133.0,peugeot,2008,12.0,2020.0,peugeot 2008
227,70164.0,manual,https://gocar.be/en/cars/peugeot/2008/allure/id/4861848,15990.0,Euro 6d,petrol,103.0,peugeot,2008,12.0,2020.0,peugeot 2008
228,20508.0,automatic,https://gocar.be/en/cars/peugeot/408/allure-pack/id/4861814,28700.0,Euro 6,hybrid - petrol,0.0,peugeot,408,12.0,2023.0,peugeot 408
229,53585.0,automatic,https://gocar.be/en/cars/peugeot/408/allure-pack-automatique/id/4861837,22500.0,Euro 6d,petrol,136.0,peugeot,408,12.0,2023.0,peugeot 408
230,11936.0,automatic,https://gocar.be/en/cars/peugeot/2008/allure-park-assistent-camera-automaat/id/4861378,22895.0,Euro 6,petrol,133.0,peugeot,2008,0.0,2023.0,peugeot 2008
232,22345.0,automatic,https://gocar.be/en/cars/peugeot/408/alluredisponible-en-48hcamera-apple-carplay-a/id/4862132,24800.0,Euro 6,petrol,136.0,peugeot,408,12.0,2023.0,peugeot 408
233,39988.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-allure/id/4862113,14488.0,Euro 6,petrol,127.0,peugeot,2008,12.0,2020.0,peugeot 2008
234,75956.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-att-remorque-camera-toit-ouvrant/id/4862112,14100.0,Euro 6,petrol,123.0,peugeot,2008,12.0,2020.0,peugeot 2008
235,64121.0,manual,https://gocar.be/en/cars/peugeot/2008/disponible-en-48hallurecamera-gps-1-an-g/id/4862127,15100.0,Euro 6,petrol,105.0,peugeot,2008,12.0,2020.0,peugeot 2008
236,53895.0,manual,https://gocar.be/en/cars/peugeot/2008/active-camera-gps-carplay/id/4862121,14400.0,Euro 6d,petrol,123.0,peugeot,2008,12.0,2020.0,peugeot 2008
237,62222.0,manual,https://gocar.be/en/cars/peugeot/2008/active/id/4862141,13300.0,Euro 6d,petrol,117.0,peugeot,2008,12.0,2020.0,peugeot 2008
238,35278.0,automatic,https://gocar.be/en/cars/peugeot/408/gt-16-plug-in-hybrid/id/4862239,31950.0,Euro 6d-TEMP,hybrid,26.0,peugeot,408,12.0,2024.0,peugeot 408
239,141000.0,manual,https://gocar.be/en/cars/peugeot/2008/benzine-navigatiecamera/id/4862297,10900.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2020.0,peugeot 2008
240,82205.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-allure/id/4862419,14990.0,Euro 6,petrol,103.0,peugeot,2008,12.0,2020.0,peugeot 2008
241,26510.0,automatic,https://gocar.be/en/cars/peugeot/408/allure/id/4862453,24990.0,Euro 6,petrol,136.0,peugeot,408,12.0,2023.0,peugeot 408
242,69964.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-style/id/4862451,15990.0,Euro 6d,petrol,126.0,peugeot,2008,12.0,2022.0,peugeot 2008
243,44693.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-allure-pack/id/4862447,15990.0,Euro 6d,petrol,126.0,peugeot,2008,12.0,2022.0,peugeot 2008
244,46313.0,automatic,https://gocar.be/en/cars/peugeot/408/allure-pack/id/4862477,23990.0,Euro 6,petrol,136.0,peugeot,408,12.0,2023.0,peugeot 408
245,27835.0,automatic,https://gocar.be/en/cars/peugeot/408/n-a/id/4860496,29950.0,Euro 6,petrol,136.0,peugeot,408,12.0,2024.0,peugeot 408
246,37348.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-pack/id/4860697,16940.0,Euro 6,petrol,122.0,peugeot,2008,12.0,2022.0,peugeot 2008
247,82585.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-pack/id/4861137,15490.0,Euro 6,petrol,127.0,peugeot,2008,12.0,2021.0,peugeot 2008
248,74800.0,manual,https://gocar.be/en/cars/peugeot/2008/15-bluehdi-capteurscarnet1er-proprietaire/id/4861116,14990.0,Euro 6d,diesel,117.0,peugeot,2008,0.0,2022.0,peugeot 2008
249,39991.0,manual,https://gocar.be/en/cars/peugeot/2008/style/id/4861128,16990.0,Euro 6,petrol,1.0,peugeot,2008,12.0,2022.0,peugeot 2008
250,74390.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-pas-de-gps-camera-toit-ouvrant/id/4861143,14950.0,Euro 6,petrol,103.0,peugeot,2008,12.0,2020.0,peugeot 2008
251,47411.0,automatic,https://gocar.be/en/cars/peugeot/2008/ii-gt/id/4861193,23990.0,Euro 6,electric,0.0,peugeot,2008,0.0,2020.0,peugeot 2008
252,35560.0,automatic,https://gocar.be/en/cars/peugeot/2008/style/id/4861211,18990.0,Euro 6d,petrol,133.0,peugeot,2008,12.0,2023.0,peugeot 2008
253,66326.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-allure-garantie-12-mois/id/4861168,15990.0,Euro 6d,petrol,105.0,peugeot,2008,12.0,2020.0,peugeot 2008
254,72207.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-active/id/4861182,15990.0,Euro 6d,petrol,129.0,peugeot,2008,12.0,2020.0,peugeot 2008
255,19748.0,automatic,https://gocar.be/en/cars/peugeot/408/first-edition/id/4861202,29490.0,Euro 6,hybrid - petrol,33.0,peugeot,408,12.0,2023.0,peugeot 408
256,27151.0,manual,https://gocar.be/en/cars/peugeot/2008/100-pk-mt-parkeers-va-airco-cruise-contr-carplayandroid/id/4860387,17900.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2024.0,peugeot 2008
257,46680.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-100pk/id/4859005,17495.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2022.0,peugeot 2008
258,59140.0,automatic,https://gocar.be/en/cars/peugeot/2008/e-2008-50-kwh-allure/id/4859041,19750.0,Euro 6d-TEMP,electric,117.0,peugeot,2008,0.0,2021.0,peugeot 2008
259,23948.0,manual,https://gocar.be/en/cars/peugeot/2008/12-active-pack-ss-100pk-met-gps/id/4859037,16980.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2021.0,peugeot 2008
260,21387.0,manual,https://gocar.be/en/cars/peugeot/2008/active-pack-eu63/id/4859017,16980.0,Euro 6d,petrol,117.0,peugeot,2008,0.0,2021.0,peugeot 2008
261,56800.0,automatic,https://gocar.be/en/cars/peugeot/2008/gt-automaat/id/4859012,21490.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2023.0,peugeot 2008
263,122080.0,automatic,https://gocar.be/en/cars/peugeot/408/12-puretech-130-ss-eat8-allure-stuur-en-zetelverwarming-cruise-control-camera-apple-carplay/id/4858437,22744.0,Euro 6,petrol,136.0,peugeot,408,0.0,2023.0,peugeot 408
264,48594.0,manual,https://gocar.be/en/cars/peugeot/2008/12-puretech-allure/id/4858470,9799.0,Euro 5,petrol,103.0,peugeot,2008,12.0,2017.0,peugeot 2008
265,20461.0,automatic,https://gocar.be/en/cars/peugeot/2008/e-2008-style/id/4857882,34490.0,Euro 6d-TEMP,electric,0.0,peugeot,2008,12.0,2022.0,peugeot 2008
266,25401.0,manual,https://gocar.be/en/cars/peugeot/2008/style/id/4857888,24490.0,Euro 6,petrol,123.0,peugeot,2008,12.0,2022.0,peugeot 2008
267,31681.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-pack/id/4857895,27990.0,Euro 6,diesel,117.0,peugeot,2008,12.0,2022.0,peugeot 2008
268,86105.0,manual,https://gocar.be/en/cars/peugeot/2008/active-gpscamera/id/4857885,13550.0,Euro 6d,petrol,129.0,peugeot,2008,12.0,2020.0,peugeot 2008
269,6675.0,automatic,https://gocar.be/en/cars/peugeot/2008/gt-pack-aut-navi-360c-lijna-acc-keyless-dodeh-12m/id/4856695,23599.0,Euro 6d,petrol,109.0,peugeot,2008,12.0,2024.0,peugeot 2008
270,79302.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-style/id/4856859,14990.0,Euro 6d,petrol,126.0,peugeot,2008,12.0,2022.0,peugeot 2008
271,13740.0,automatic,https://gocar.be/en/cars/peugeot/2008/e-2008-gt-clim-gps-toit-ouvrant-garantie-24-mois/id/4856845,39940.0,Euro 6,electric,0.0,peugeot,2008,12.0,2023.0,peugeot 2008
272,54210.0,manual,https://gocar.be/en/cars/peugeot/2008/ii-allure/id/4856854,15499.0,Euro 6,petrol,1.0,peugeot,2008,12.0,2020.0,peugeot 2008
273,21484.0,automatic,https://gocar.be/en/cars/peugeot/408/first-edition-gps-clim-led-garantie-12-mois/id/4856849,31150.0,Euro 6,hybrid - petrol,33.0,peugeot,408,12.0,2023.0,peugeot 408
274,10354.0,automatic,https://gocar.be/en/cars/peugeot/2008/ii-allure/id/4856936,22950.0,Euro 6,petrol,137.0,peugeot,2008,24.0,2024.0,peugeot 2008
275,138022.0,manual,https://gocar.be/en/cars/peugeot/2008/15-bluehdi-active-s-carplaycruisesensorgps/id/4857022,8490.0,Euro 6d,diesel,98.0,peugeot,2008,12.0,2019.0,peugeot 2008
276,33123.0,automatic,https://gocar.be/en/cars/peugeot/2008/ii-allure/id/4857121,22650.0,Euro 6,petrol,133.0,peugeot,2008,12.0,2024.0,peugeot 2008
277,66406.0,manual,https://gocar.be/en/cars/peugeot/2008/2008-16-bluehdi-active-prete-a-immatriculer/id/4855739,8500.0,Euro 6b,diesel,117.0,peugeot,2008,0.0,2015.0,peugeot 2008
279,89912.0,manual,https://gocar.be/en/cars/peugeot/2008/12i-navigatie-bluetooth-pdc-alu-airco-carpass/id/4855573,7999.0,Euro 6,petrol,114.0,peugeot,2008,12.0,2016.0,peugeot 2008
280,72315.0,automatic,https://gocar.be/en/cars/peugeot/2008/12i-130pk-automaat-navigatie-camera-carplay-led/id/4855644,16450.0,Euro 6d,petrol,117.0,peugeot,2008,12.0,2020.0,peugeot 2008
281,50.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-12-l-benzine-100-pk-manueel-6/id/4853472,23450.0,Euro 6,petrol,105.0,peugeot,2008,12.0,2024.0,peugeot 2008
282,113974.0,automatic,https://gocar.be/en/cars/peugeot/2008/bluehdi-130-eat8-allure-automaat-nav-garantie/id/4853819,14999.0,Euro 6d,diesel,100.0,peugeot,2008,12.0,2020.0,peugeot 2008
284,23899.0,automatic,https://gocar.be/en/cars/peugeot/2008/allure-pack/id/4854312,23900.0,Euro 6,petrol,105.0,peugeot,2008,12.0,2023.0,peugeot 2008
286,22407.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-12-thp-100-pk-6v/id/4850857,17990.0,Euro 6d,petrol,129.0,peugeot,2008,12.0,2024.0,peugeot 2008
287,13000.0,manual,https://gocar.be/en/cars/peugeot/2008/15-bluehdi-allure-pack-s-cockpit-3d-cam-rad-gps/id/4846504,20999.0,Euro 6d,diesel,118.0,peugeot,2008,12.0,2022.0,peugeot 2008
288,61155.0,automatic,https://gocar.be/en/cars/peugeot/2008/12i-puretech-navi-carplay-pdc/id/4847898,12850.0,Euro 6d-TEMP,petrol,129.0,peugeot,2008,0.0,2019.0,peugeot 2008
289,46426.0,automatic,https://gocar.be/en/cars/peugeot/2008/puretech-ss-gt-eat8/id/4846405,21500.0,Euro 6,petrol,137.0,peugeot,2008,24.0,2024.0,peugeot 2008
290,73079.0,manual,https://gocar.be/en/cars/peugeot/2008/12i-puretech-navi-cruisec-airco-garantie/id/4839506,7499.0,Euro 5,petrol,114.0,peugeot,2008,12.0,2014.0,peugeot 2008
291,32932.0,automatic,https://gocar.be/en/cars/peugeot/2008/n-a/id/4791132,14500.0,Euro 6b,petrol,109.0,peugeot,2008,0.0,2020.0,peugeot 2008
292,28207.0,manual,https://gocar.be/en/cars/peugeot/2008/100-pk-mt-parkeers-va-airco-cruise-contr-carplayandroid/id/4837541,17900.0,Euro 6,petrol,117.0,peugeot,2008,0.0,2024.0,peugeot 2008
294,17109.0,automatic,https://gocar.be/en/cars/peugeot/408/408-plug-in-hybrid-gt-line/id/4833846,29950.0,Euro 6,hybrid - petrol,31.0,peugeot,408,12.0,2024.0,peugeot 408
295,78579.0,manual,https://gocar.be/en/cars/peugeot/2008/allure-12i-130pk/id/4833450,13895.0,Euro 5,petrol,103.0,peugeot,2008,12.0,2019.0,peugeot 2008
296,6255.0,automatic,https://gocar.be/en/cars/peugeot/408/n-a/id/4540100,25500.0,Euro 6,petrol,137.0,peugeot,408,12.0,2023.0,peugeot 408
297,17299.0,automatic,https://gocar.be/en/cars/peugeot/408/12-puretech-allure-130pk-automaat-comfort-pakket-electrische-stoelverstelling-lv-stoelverwarming-camera-360-navigatie-climate-control-dab-led-parkeer-sensoren/id/4829716,28590.0,Euro 6d-TEMP,petrol,136.0,peugeot,408,0.0,2024.0,peugeot 408
298,71736.0,manual,https://gocar.be/en/cars/peugeot/2008/gt-pack/id/4828338,15500.0,Euro 6,petrol,126.0,peugeot,2008,12.0,2021.0,peugeot 2008
300,45958.0,manual,https://gocar.be/en/cars/peugeot/2008/12-puretech-12-puretech-carplay-gps-camera-pdc-cruise-alu/id/4826446,15495.0,Euro 6d,petrol,124.0,peugeot,2008,0.0,2021.0,peugeot 2008
301,9845.0,automatic,https://gocar.be/en/cars/peugeot/2008/n-a/id/4825642,28500.0,Euro 6,petrol,137.0,peugeot,2008,24.0,2024.0,peugeot 2008
302,119487.0,automatic,https://gocar.be/en/cars/peugeot/2008/2008-15-bluehdi-gt-line-sledtoit-panocarplay/id/4823301,15950.0,Euro 6d,diesel,100.0,peugeot,2008,12.0,2020.0,peugeot 2008
